0,1,2,3,4,5,6,7,8,9
894.04785,891.7588,894.7597,897.149,894.3293,894.94653,881.2745,902.03766,899.914,895.5639
893.27527,890.9854,894.28296,896.2682,893.639,894.42114,880.48083,901.2653,898.9703,894.8229
892.5085,890.1911,893.73944,895.40607,892.9187,893.85895,879.6825,900.4649,898.0439,894.04486
891.78796,889.4303,893.19086,894.60364,892.2217,893.3053,878.92944,899.6952,897.17847,893.29236
891.1365,888.73413,892.67444,893.88336,891.57916,892.788,878.24866,898.9909,896.398,892.6023
890.56146,888.11536,892.20734,893.2521,891.00494,892.3197,877.65015,898.3664,895.7104,891.99084
890.06213,887.5761,891.7957,892.70776,890.50195,891.90393,877.1334,897.8245,895.1138,891.4617
889.63336,887.11224,891.4387,892.24384,890.0675,891.5397,876.69293,897.36145,894.60205,891.01117
889.26776,886.7169,891.1327,891.8515,889.69574,891.2231,876.32086,896.97015,894.1667,890.6324
888.95746,886.38214,890.872,891.5217,889.37964,890.9493,876.0082,896.6421,893.79816,890.3168
888.6948,886.09973,890.65063,891.2453,889.11194,890.71313,875.7464,896.36835,893.4874,890.0552
888.4727,885.862,890.4631,891.014,888.8856,890.5097,875.52765,896.1408,893.2258,889.8393
888.2848,885.66205,890.3041,890.82043,888.69446,890.33435,875.34485,895.9519,893.0058,889.6615
888.12573,885.4938,890.1692,890.6586,888.53284,890.1832,875.192,895.7953,892.82074,889.5153
887.9909,885.35205,890.0544,890.52295,888.3961,890.0527,875.064,895.6651,892.665,889.39484
887.8763,885.2324,889.9566,890.4091,888.28015,889.93976,874.95654,895.5569,892.5338,889.29553
887.77875,885.1312,889.8731,890.31323,888.18176,889.8422,874.8661,895.46674,892.42316,889.2135
887.69556,885.04553,889.80164,890.2324,888.0981,889.75757,874.78973,895.3914,892.32947,889.1453
894.56635,890.7854,895.7248,895.07275,890.7849,891.31854,885.6354,896.8816,895.71857,890.1261
890.7246,888.24396,891.4448,892.04,888.3147,887.8068,881.40753,894.8502,894.7835,887.51733
890.95703,889.29706,892.6931,892.46747,889.52277,888.2112,881.5463,896.569,896.1303,888.9732
891.37164,890.42017,894.1518,892.90375,890.79126,889.1505,882.0677,897.93066,896.8807,890.4698
890.3074,889.8508,893.965,891.7649,890.35004,888.61365,881.1383,897.40106,895.8141,890.1426
889.4509,889.26624,893.74976,890.813,889.88153,888.2014,880.34686,896.8341,894.84283,889.7232
888.87976,888.81067,893.6143,890.1519,889.5401,888.00287,879.7654,896.4019,894.1231,889.3891
888.3594,888.31445,893.3857,889.55145,889.15643,887.79846,879.18713,895.92474,893.4447,888.98206
887.8066,887.7357,893.03076,888.92786,888.6839,887.5113,878.55597,895.3564,892.7342,888.4679
887.2452,887.1233,892.60675,888.30475,888.1665,887.16943,877.91327,894.7473,892.02203,887.9024
886.71344,886.5296,892.173,887.7205,887.6551,886.81586,877.30664,894.1539,891.3506,887.34546
886.2331,885.98584,891.7654,887.1969,887.18097,886.47845,876.76227,893.6098,890.74414,886.83307
885.81226,885.505,891.4003,886.7412,886.7579,886.1706,876.2893,893.1298,890.2113,886.3812
885.45056,885.0897,891.0831,886.3526,886.3899,885.89716,875.8873,892.71735,889.75195,885.9944
885.14417,884.73676,890.813,886.026,886.07526,885.6585,875.5509,892.3694,889.36145,885.67017
884.8869,884.4401,890.58606,885.7543,885.8096,885.4526,875.2726,892.08014,889.03253,885.40283
884.67236,884.19336,890.39716,885.5302,885.5871,885.2762,875.0444,891.8422,888.7576,885.18524
884.4941,883.98883,890.2409,885.3463,885.40186,885.12555,874.8582,891.6481,888.52905,885.00995
884.3463,883.82007,890.1118,885.1957,885.24805,884.997,874.70685,891.49066,888.3395,884.86975
884.2237,883.6812,890.0054,885.0729,885.12067,884.8875,874.5842,891.3635,888.1826,884.75824
884.12213,883.5667,889.9176,884.9726,885.01514,884.79407,874.48486,891.261,888.0529,884.67017
884.0377,883.4726,889.84515,884.89075,884.9277,884.7142,874.4042,891.17865,887.9457,884.6005
883.9674,883.3949,889.785,884.8237,884.8551,884.6456,874.33875,891.1124,887.85693,884.5458
883.9088,883.3309,889.73517,884.769,884.7947,884.587,874.2856,891.0592,887.7835,884.50275
883.85974,883.2777,889.69354,884.72394,884.7443,884.53644,874.2421,891.01636,887.72253,884.4688
892.1104,888.733,894.31104,892.11395,888.43787,888.6428,883.86334,894.13654,892.9463,887.2628
888.1996,886.2466,890.3377,888.8744,885.9472,884.97864,879.7782,891.9949,891.84247,884.5084
888.3889,887.30023,891.6864,889.2121,887.13007,885.31805,879.9382,893.6553,893.1222,885.88715
888.87366,888.50226,893.2369,889.71234,888.47455,886.33057,880.53217,895.0807,893.9458,887.44336
887.8654,887.9888,893.08466,888.6374,888.0918,885.8575,879.64496,894.60376,892.9472,887.1715
887.0733,887.46466,892.89813,887.76196,887.6879,885.5167,878.9001,894.0989,892.0531,886.8195
886.5759,887.07715,892.7978,887.1886,887.4194,885.39825,878.37445,893.739,891.4186,886.5643
886.1321,886.65106,892.6083,886.6781,887.1109,885.2755,877.8557,893.3372,890.82574,886.23944
885.6531,886.13995,892.2931,886.14087,886.71063,885.0662,877.2832,892.8415,890.196,885.80493
885.1605,885.59015,891.90796,885.598,886.26056,884.7962,876.6964,892.3,889.5578,885.3138
884.6918,885.0543,891.5119,885.0867,885.81085,884.50793,876.1421,891.7685,888.95306,884.82495
884.2688,884.5632,891.13995,884.6288,885.39264,884.22943,875.6462,891.2805,888.40625,884.37396
883.89935,884.12964,890.80835,884.2317,885.0198,883.974,875.2174,890.8508,887.92645,883.9772
883.5837,883.7567,890.5222,883.8949,884.69653,883.74713,874.8556,890.48303,887.51404,883.6392
883.31805,883.4417,890.28064,883.6141,884.42175,883.5498,874.55554,890.1749,887.16473,883.35834
883.0971,883.179,890.07983,883.3826,884.1913,883.3803,874.3099,889.92084,886.87225,883.12915
882.91455,882.962,889.9146,883.1938,883.99994,883.2359,874.11084,889.7139,886.6292,882.9451
882.76447,882.78394,889.7798,883.04065,883.8421,883.11346,873.9507,889.54706,886.4285,882.79913
882.64136,882.6386,889.6701,882.9171,883.7126,883.0097,873.8226,889.41364,886.26337,882.68463
882.54065,882.5203,889.5811,882.8177,883.6063,882.92194,873.72034,889.3074,886.12787,882.59564
882.45807,882.42413,889.5089,882.7379,883.5194,882.8475,873.63916,889.2234,886.0168,882.5271
882.39056,882.346,889.45044,882.67395,883.4484,882.78436,873.5747,889.15735,885.926,882.47485
882.335,882.2826,889.40283,882.6227,883.39014,882.7306,873.52356,889.10535,885.8517,882.4352
882.2894,882.23096,889.3641,882.5816,883.3424,882.68475,873.4829,889.06464,885.7908,882.4053
882.2518,882.18896,889.3324,882.5486,883.3032,882.6457,873.4507,889.0328,885.74097,882.38293
890.8598,887.593,893.4146,890.69104,887.2396,887.3594,882.7797,892.7447,891.5723,885.83484
886.9516,885.1412,889.56866,887.40686,884.7712,883.6847,878.7472,890.574,890.4282,883.04114
887.1229,886.1866,890.94586,887.7098,885.9437,884.0074,878.90076,892.20087,891.6773,884.3806
887.6302,887.41205,892.5254,888.22974,887.31244,885.04596,879.51483,893.64294,892.523,885.95166
886.64154,886.9169,892.3846,887.1768,886.949,884.59546,878.642,893.1839,891.5477,885.69794
885.87256,886.41406,892.20844,886.3286,886.5673,884.2798,877.91504,892.70233,890.68134,885.3705
885.4007,886.0504,892.1198,885.7852,886.3231,884.18805,877.41003,892.36865,890.07666,885.14325
884.98236,885.6481,891.9427,885.30493,886.0392,884.09186,876.91266,891.9933,889.5129,884.84717
884.5277,885.1594,891.64,884.79626,885.66223,883.9074,876.3609,891.5227,888.9102,884.44
884.05774,884.6308,891.2671,884.27966,885.2337,883.66016,875.7937,891.00446,888.29663,883.97437
883.6097,884.1142,890.88257,883.7924,884.8039,883.39264,875.25757,890.4941,887.7141,883.5086
883.2052,883.6403,890.5217,883.3559,884.4035,883.13245,874.7783,890.025,887.187,883.0785
882.85236,883.2225,890.20044,882.9779,884.0466,882.8935,874.36475,889.6122,886.7246,882.70013
882.55164,882.86346,889.9239,882.658,883.7376,882.68134,874.01654,889.25946,886.3275,882.37866
882.29913,882.56067,889.69116,882.3919,883.47534,882.4968,873.7287,888.9645,885.99164,882.112
882.08966,882.30896,889.49835,882.17346,883.25604,882.3386,873.4939,888.72186,885.71094,881.8953
881.9173,882.1016,889.3405,881.9958,883.0744,882.20416,873.3045,888.52515,885.4781,881.7222
881.7761,881.93207,889.21216,881.8525,882.9252,882.09045,873.15295,888.3671,885.2863,881.58575
881.6609,881.7941,889.10834,881.7375,882.8031,881.9944,873.0322,888.24133,885.129,881.47955
881.56696,881.6823,889.0246,881.64557,882.7035,881.9132,872.9368,888.142,885.0003,881.3979
881.49054,881.59204,888.9573,881.5723,882.62244,881.8447,872.8615,888.0639,884.8953,881.3357
881.4282,881.51904,888.903,881.51404,882.55646,881.78674,872.8022,888.00305,884.8097,881.2889
881.3773,881.46,888.85913,881.46765,882.5026,881.7375,872.7555,887.9555,884.7398,881.25397
881.33575,881.4122,888.82385,881.4308,882.45886,881.69574,872.71893,887.91876,884.6829,881.2283
881.30176,881.3737,888.79517,881.40155,882.4231,881.6601,872.6902,887.8904,884.63654,881.2096
890.0009,886.76685,892.67694,889.7699,886.40546,886.5031,881.95776,891.825,890.6713,884.90326
886.1097,884.3417,888.8903,886.4868,883.9636,882.8456,877.95355,889.6567,889.52783,882.1094
886.2666,885.3757,890.2679,886.7691,885.1257,883.15753,878.0942,891.2602,890.75665,883.42474
886.781,886.6078,891.85614,887.295,886.50195,884.20544,878.71375,892.7055,891.60803,884.9986
885.8001,886.1194,891.71967,886.2503,886.14557,883.76373,877.8469,892.2527,890.64105,884.7512
885.0411,885.6254,891.54877,885.4135,885.7729,883.45844,877.12823,891.7807,889.7857,884.43384
884.5789,885.2705,891.4649,884.88135,885.53766,883.37665,876.63184,891.457,889.1917,884.2172
884.1694,884.87616,891.2919,884.4114,885.2618,883.2892,876.1423,891.0907,888.6375,883.93115
883.72253,884.39496,890.99286,883.91205,884.8923,883.1124,875.5978,890.6283,888.0433,883.53314
883.2597,883.8729,890.6234,883.404,884.4704,882.87213,875.03723,890.1175,887.4373,883.0759
882.81793,883.3623,890.2423,882.92413,884.0466,882.6106,874.5071,889.61365,886.86145,882.61774
882.4191,882.8938,889.8844,882.49426,883.6515,882.3558,874.03314,889.15045,886.3401,882.19415
882.0712,882.48047,889.5659,882.12195,883.29913,882.12146,873.6243,888.7427,885.8828,881.8216
881.77466,882.1256,889.29175,881.807,882.99414,881.9132,873.28033,888.3943,885.49005,881.5049
881.5259,881.8264,889.0611,881.5452,882.7354,881.7322,872.99615,888.1031,885.158,881.24255
881.3196,881.57764,888.87024,881.3303,882.5191,881.57697,872.7645,887.8638,884.8804,881.02954
881.14984,881.3729,888.71405,881.15576,882.34,881.445,872.5779,887.66974,884.6504,880.8595
881.011,881.2056,888.5873,881.01514,882.19293,881.3335,872.42865,887.5141,884.46094,880.72577
880.8979,881.0697,888.48486,880.90247,882.0728,881.23926,872.3101,887.3904,884.3056,880.6219
880.8057,880.9596,888.40216,880.81244,881.97485,881.1598,872.2163,887.2927,884.1786,880.54205
880.73065,880.8706,888.3358,880.7408,881.89514,881.09265,872.14246,887.2161,884.07495,880.4815
880.6696,880.79877,888.2824,880.6839,881.8303,881.0358,872.08453,887.15643,883.9906,880.43604
880.6198,880.7408,888.23944,880.63873,881.7776,880.9877,872.03894,887.11,883.9219,880.4023
880.57916,880.69403,888.2047,880.60297,881.7346,880.9467,872.0033,887.07416,883.8659,880.37756
880.54596,880.6561,888.1767,880.5745,881.6996,880.91187,871.97546,887.0466,883.8203,880.35974
889.2582,886.0346,891.9765,889.0031,885.6742,885.7655,881.2217,891.0584,889.917,884.1329
885.3902,883.6368,888.22876,885.7377,883.2606,882.13226,877.2435,888.90784,888.7903,881.3566
885.5325,884.6579,889.5965,886.0029,884.4106,882.43243,877.36975,890.49194,890.0015,882.6536
886.0493,885.8921,891.18756,886.53064,885.78955,883.4842,877.9914,891.9371,890.85394,884.2276
885.07263,885.4069,891.0536,885.49036,885.43665,883.04694,877.1282,891.4871,889.89056,883.98315
884.31934,884.9179,890.8863,884.65967,885.0689,882.74744,876.41486,891.0201,889.0407,883.671
883.86176,884.567,890.80505,884.13275,884.8378,882.6702,875.92267,890.7007,888.4512,883.4591
883.4558,884.1759,890.6336,883.6668,884.565,882.5861,875.4366,890.3377,887.9002,883.17694
883.01166,883.6971,890.3358,883.1707,884.19794,882.4119,874.89484,889.878,887.30865,882.7823
882.5511,883.1773,889.96735,882.6653,883.77826,882.1737,874.3367,889.3694,886.7048,882.3278
882.1112,882.66833,889.587,882.1878,883.35614,881.9139,873.8086,888.86743,886.1306,881.87195
881.7139,882.2014,889.2297,881.7598,882.96246,881.66034,873.33636,888.4058,885.6107,881.45044
881.36725,881.78937,888.9116,881.38904,882.61127,881.427,872.92896,887.99927,885.15454,881.0794
881.0716,881.4354,888.6377,881.07526,882.30725,881.21954,872.58606,887.6519,884.76276,880.7641
880.82355,881.1369,888.4073,880.8144,882.04913,881.03906,872.30273,887.3614,884.4313,880.5027
880.6178,880.88873,888.2165,880.6002,881.8333,880.8843,872.0718,887.1227,884.15424,880.29065
880.4485,880.6845,888.06036,880.4263,881.6546,880.7526,871.8856,886.929,883.92456,880.12115
880.30994,880.51746,887.9333,880.286,881.5078,880.6411,871.7367,886.7736,883.73535,879.9878
880.19684,880.3816,887.8308,880.1735,881.3877,880.54706,871.6184,886.65,883.58014,879.88416
880.1048,880.27167,887.7481,880.08374,881.28986,880.4676,871.5249,886.55255,883.45337,879.80457
880.02985,880.18274,887.68164,880.0122,881.2102,880.40045,871.4512,886.4761,883.34973,879.74414
879.9689,880.1109,887.6281,879.9554,881.1453,880.34357,871.3932,886.41626,883.2654,879.6987
879.91907,880.053,887.58496,879.9103,881.0926,880.2953,871.34766,886.3699,883.19666,879.66504
879.87836,880.00616,887.5501,879.87445,881.04956,880.2543,871.31213,886.334,883.14056,879.64026
879.84503,879.9682,887.5219,879.84595,881.01447,880.21936,871.2841,886.3063,883.0949,879.6224
888.5447,885.3246,891.2781,888.2787,884.9656,885.0546,880.5088,890.3364,889.20264,883.40985
884.7029,882.95557,887.56366,885.03766,882.5814,881.4479,876.5581,888.211,888.0994,880.6597
884.8302,883.9632,888.91815,885.2869,883.7183,881.7353,876.67004,889.7774,889.29376,881.9405
885.34814,885.1984,890.5103,885.8153,885.09845,882.7889,877.29285,891.22156,890.1459,883.514
884.37445,884.7154,890.3784,884.77795,884.7478,882.35474,876.43256,890.7732,889.18445,883.2714
883.62537,884.23004,890.2141,883.9517,884.3838,882.0595,875.72345,890.30975,888.33826,882.9629
883.1709,883.8817,890.1349,883.42804,884.15533,881.9853,875.2343,889.99274,887.7511,882.75397
882.76666,883.492,889.9645,882.96405,883.88416,881.9028,874.7501,889.63104,887.2015,882.4735
882.3238,883.01434,889.6671,882.46936,883.5181,881.7296,874.2097,889.1722,886.61053,882.08014
881.86383,882.4952,889.29877,881.96484,883.0991,881.49194,873.6525,888.6642,886.0071,881.6266
881.42444,881.9868,888.9184,881.4879,882.6774,881.23236,873.1252,888.16254,885.43304,881.17145
881.0273,881.52,888.56085,881.0602,882.2839,880.97894,872.6534,887.701,884.91315,880.7503
880.68066,881.10815,888.24243,880.68964,881.9329,880.74554,872.2463,887.2945,884.45685,880.3797
880.3849,880.7542,887.96814,880.37585,881.62866,880.5378,871.9034,886.94684,884.06476,880.06445
880.1366,880.4555,887.7372,880.1148,881.3703,880.357,871.62006,886.6561,883.73303,879.803
879.93054,880.2071,887.5459,879.90045,881.1542,880.2017,871.3889,886.41705,883.45557,879.59064
879.7608,880.00244,887.38904,879.72614,880.97516,880.0695,871.2025,886.22296,883.2255,879.42096
879.6219,879.8351,887.26166,879.58545,880.8278,879.95764,871.0533,886.06726,883.0358,879.2873
879.5085,879.69885,887.1585,879.47266,880.7074,879.863,870.93463,885.94324,882.8803,879.1832
879.41595,879.58856,887.07526,879.38245,880.60913,879.78314,870.8408,885.8453,882.753,879.1034
879.34064,879.4992,887.0083,879.31067,880.52905,879.7155,870.7668,885.7684,882.64905,879.04254
879.2792,879.427,886.9542,879.25336,880.46375,879.65814,870.70844,885.7081,882.56415,878.99677
879.229,879.3687,886.91064,879.2079,880.4106,879.60956,870.6626,885.66144,882.4951,878.96265
879.1879,879.3216,886.87537,879.1717,880.36725,879.5681,870.6266,885.6251,882.43866,878.9376
879.1544,879.2834,886.8468,879.14307,880.33185,879.5329,870.59845,885.59717,882.39276,878.91956
