y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
470.27,207.31,589.86,390.13,386.84,338.79,434.58,481.44,362.22,508.72
467.05,206.78,584.35,387.61,383.62,336.83,430.68,478.04,359.42,505.24
464.42,205.48,578.86,385.01,381.19,334.53,427.07,474.08,356.38,501.04
461.43,204.61,573.61,382.57,378.71,332.92,424.11,470.28,354.15,497.25
458.67,204.12,568.39,379.39,376.08,330.74,420.21,466.52,351.88,492.5
455.11,202.93,563.83,377.26,373.32,328.43,417.15,463.12,349.95,487.68
452.11,202.61,559.91,374.44,370.7,326.84,414.01,459.83,347.13,484.64
448.19,201.48,554.65,371.77,368.19,324.53,410.88,456.55,344.99,480.42
444.98,200.35,549.44,369.31,365.37,322.56,408.52,452.48,342.57,476.92
441.18,200.03,545.15,366.76,363.63,320.4,405.56,447.32,340.5,472.64
437.64,199.26,541.19,364.06,361.48,318.19,402.7,443.75,338.04,469.28
433.28,198.32,535.84,361.92,358.91,316.28,400.72,440.06,336.17,465.55
429.63,198.0725,532.68,359.48,357.01,314.53,397.58,437.1,333.82,462.91
423.77,197.3125,527.79,357.38,355.38,312.5,394.83,434.31,332.06,459.73
420.39,196.6525238095238,522.76,354.62,353.07,310.88,391.29,430.3,329.45,455.84
416.79,196.3470238095238,519.26,352.64,350.82,309.14,388.74,428.16,327.95,452.83
412.43,195.5785,515.28,349.98,348.45,307.41,386.55,424.46,324.89,449.72
408.25,194.66116666666665,510.81,347.47,346.44,305.65,383.05,421.91,323.16,446.28
405.07,194.16866666666664,506.02,344.71,344.49,304.15,379.96,418.07,320.85,443.08
402.28,193.21099999999998,502.37,342.04,342.63,302.54,378.03,415.66,319.07,440.18
399.61,192.74,497.87,340.18,340.5,300.76,375.23,412.62,317.53,437.53
397.04,191.47,494.09,337.94,338.17,298.69,372.2,409.47,315.28,433.25
394.64,191.07,489.86,335.96,336.37,296.86,369.82,406.33,313.57,430.78
391.85,190.38,484.94,333.76,334.12,295.14,366.97,403.69,311.81,426.87
388.82,189.33714285714285,481.15,331.1,332.22,293.81,364.61,400.77,310.49,423.84
385.12,189.12207142857145,476.3,328.97,330.44,291.41,361.81,397.99,308.47,420.5
382.61,188.9289047619048,472.81,326.74,328.52,289.88,359.36,394.57,306.71,417.34
380.18,188.0520476190476,468.95,324.69,326.46,288.39,356.4,392.38,304.96,413.84
378.55,187.74516666666668,464.19,320.96,324.56,286.25,353.55,389.43,302.66,411.42
375.48,187.075,460.93,318.89,322.37,284.97,351.45,386.3,300.57,407.74
372.97,186.46666666666667,457.18,317.33,320.35,282.92,348.72,384.16,298.62,405.33
369.89,185.71630952380954,454.04,314.3,318.71,280.64,346.04,381.54,296.52,402.63
367.24,185.44597619047622,450.66,312.31,316.22,278.94,343.68,378.63,295.13,399.54
364.43,184.47400000000002,447.21,310.28,314.07,277.46,341.75,375.59,293.34,397.72
361.9,183.59220238095236,443.9,308.59,312.84,275.92,338.82,373.23,291.73,394.5
359.34,183.271369047619,440.04,306.67,311.1,273.91,336.32,370.64,289.57,392.09
357.11,182.335,436.57,304.45,308.74,272.08,334.53,368.49,287.77,389.88
355.14,181.78433333333334,433.63,302.63,306.67,270.53,332.01,366.1,285.97,386.81
352.8,181.45433333333335,430.81,300.77,304.87,269.1,330.68,363.6,284.16,383.72
350.36,180.59083333333336,426.56,298.32,302.8,267.65,328.28,361.06,282.92,381.45
348.29,179.76178571428574,422.7,296.56,300.59,266.14,326.37,358.32,281.09,378.42
346.24,178.89966666666663,419.19,295.42,298.81,264.57,324.1,355.98,279.81,375.5
344.36,177.62116666666665,416.24,293.54,297.05,262.73,322.57,352.81,278.24,372.94
342.47,176.72,412.87,291.91,295.4,261.34,320.75,350.12,276.76,370.74
340.88,175.94,410.05,289.64,293.64,259.96,318.25,348.09,275.16,368.16
338.13,175.07,407.27,288.08,292.04,258.51,316.53,345.23,274.1,365.6
335.98,174.37666666666664,404.93,286.24,289.92,256.88,314.56,343.19,272.78,362.92
333.45,173.7008095238095,401.89,284.55,288.01,255.18,312.87,340.72,271.51,360.5
330.47,173.13122619047616,397.87,282.93,286.76,254.35,311.25,338.61,270.23,357.73
327.72,172.68622619047616,394.01,280.69,284.72,253.12,309.52,336.53,268.71,354.98
325.68,171.28,390.92,278.76,282.73,252.2,308.07,333.98,267.67,352.34
323.01,170.67,387.93,277.1,280.87,251.1,306.32,331.33,265.97,350.4
320.62,169.89,385.39,275.53,278.74,250.31,304.59,329.15,264.36,347.8
318.92,168.61,381.86,274.26,276.85,249.05,302.76,327.6,263.07,345.61
316.36,167.86533333333333,379.08,273.29,275.15,247.99,301.04,325.87,261.91,343.66
314.75,167.36716666666666,377.32,271.92,273.83,246.89,299.47,324.33,260.48,341.21
312.53,167.09983333333332,375.04,270.52,272.27,245.46,297.7,321.17,259.1,339.33
310.94,166.6427619047619,372.1,269.49,271.07,243.8,296.28,315.0,257.41,337.52
308.9,166.38876190476188,369.91,268.4,269.81,242.94,294.9,308.88,256.35,335.56
306.7,166.21299999999997,367.91,267.33,268.43,241.41,292.91,305.95,255.04,333.26
305.13,165.64477380952377,364.98,265.71,267.31,240.32,291.21,301.77,254.01,331.15
303.4,165.4020833333333,361.61,264.51,266.07,239.14,288.87,299.51,253.02,329.08
301.5,165.21725000000004,359.68,262.92,265.38,238.31,287.35,297.47,251.99,327.42
299.98,164.66775396825398,356.71,261.39,263.7,237.18,285.41,296.09,250.49,325.41
298.0,164.49694444444438,354.1,260.14,262.63,236.19,284.33,294.55,249.42,323.56
296.3,164.36092063492057,351.86,258.76,261.33,235.44,283.0,292.75,248.07,321.14
294.7,163.7242604617604,349.04,257.44,260.2,234.51,281.56,291.52,247.23,319.54
293.24,163.57633189033186,347.11,256.31,258.92,233.33,280.48,289.88,246.05,317.54
291.26,163.4429033189033,344.71,254.73,257.79,231.97,279.04,287.72,244.92,315.49
290.14,162.74549999999996,342.96,253.67,256.26,231.2,277.18,286.39,243.59,313.8
288.77,162.62834523809522,340.68,251.77,254.68,230.11,276.2,284.9,242.42,311.53
286.68,162.45574666999667,338.19,250.52,253.18,229.02,274.96,283.04,241.46,309.65
285.23,161.74934118659118,336.08,248.76,252.01,228.36,273.02,281.86,240.19,307.8
283.47,161.9304242424242,334.57,247.98,250.94,227.34,271.41,280.07,239.26,305.18
281.71,161.91747510822512,332.31,246.35,249.57,226.18,269.84,278.76,238.4,303.23
280.11,161.00251802364303,330.44,244.88,248.18,225.29,268.12,277.12,237.62,302.0
278.54,161.00251802364303,327.92,243.54,247.38,224.37,266.39,276.1,236.67,299.94
276.7,161.00251802364303,326.1,242.32,246.43,223.97,264.58,274.77,235.82,298.53
275.3,161.00251802364303,324.28,241.09,245.24,222.97,263.4,273.58,234.24,296.85
273.71,161.00251802364303,322.12,239.99,244.19,221.71,261.62,272.45,233.37,294.77
272.24,161.00251802364303,320.35,238.95,243.66,220.36,260.04,270.47,232.32,292.95
270.38,161.00251802364303,318.59,237.52,242.23,219.74,258.89,269.07,231.29,291.54
269.09,161.00251802364303,316.73,236.18,241.21,218.53,257.22,268.14,230.13,289.9
267.87,161.00251802364303,314.4,235.44,240.07,217.44,256.3,266.37,229.39,288.0
265.94,161.00251802364303,313.19,234.25,239.22,216.93,255.27,265.17,228.02,286.9
264.08,161.00251802364303,311.68,233.82,238.11,215.72083333333336,254.32,264.04,227.28,285.01
262.75,161.00251802364303,309.73,232.49,237.09,215.3204166666667,253.26,262.85,226.05,283.71
261.39,161.00251802364303,307.99,231.65,236.27,215.12074999999996,252.57,261.17,225.47,281.93
260.05,161.00251802364303,306.15,230.58,235.39,214.94283730158728,251.23,259.76,224.66,280.66
258.77,161.00251802364303,304.06,229.54,234.14,213.4398849206349,250.34,258.33,223.56,278.77
257.42,161.00251802364303,302.22,228.25,233.41,212.6425277777778,249.4,257.06,222.12,276.92
256.35,161.00251802364303,300.97,227.66,232.26,210.58,248.01,255.78,221.44,275.73
255.0,161.00251802364303,299.15,226.59,231.27,208.86,247.06,254.73,220.15,273.91
254.44,161.00251802364303,297.26,225.33,230.19,207.28,245.96,253.89,219.81,272.12
253.64,161.00251802364303,295.42,224.86,229.22,205.82,245.07,252.01,218.88,270.84
252.15,161.00251802364303,294.14,223.57,228.2,204.18,244.41,250.98,217.64,269.23
251.07,161.00251802364303,292.41,222.49,227.53,203.08,242.69,250.09,216.27,268.2
250.09,161.00251802364303,290.42,221.9,226.7,201.73,241.47,248.78,215.81,266.62
249.47,161.00251802364303,289.24,220.74,225.19,200.66,240.74,247.07,214.58,265.64
248.35,161.00251802364303,287.55,219.71,223.94,199.61,239.24,246.27,213.63,264.15
247.27,161.00251802364303,285.71,218.57,222.86,198.50816666666668,238.05,245.22,212.68,263.21
246.3,161.00251802364303,284.24,217.95,221.68,197.9831666666667,236.53,244.18,211.63,262.11
245.14,161.00251802364303,282.79,216.55,220.38,197.31733333333338,235.26,243.38,211.24,261.21
244.16,161.00251802364303,280.78,215.58,219.63,197.06550000000004,234.37,242.5,210.1,260.04
242.83,161.00251802364303,279.55,215.01,218.65,195.8355,233.28,241.16,209.73,258.83
241.48,161.00251802364303,277.75,214.15,217.5,195.30749999999998,232.77,239.42,208.56,257.33
240.0,161.00251802364303,276.31,213.27,216.41,194.94533333333325,231.14,237.79,207.3,255.83
238.89,161.00251802364303,274.98,213.01,215.8,193.26,230.2,236.42,206.93,254.54
237.66,161.00251802364303,273.21,211.6,214.89,193.05,229.15,234.43,205.4,253.27
235.93,161.00251802364303,271.54,210.75,213.93,192.25,228.28,232.94,204.64,251.91
234.41,161.00251802364303,270.2,210.24,212.73,191.4,227.31,231.58,204.21,250.84
233.18,161.00251802364303,268.75,209.01,211.95,191.06,226.24,230.35,203.15,249.42
231.95,161.00251802364303,267.35,208.66,210.77,190.33,225.95,229.35,202.47,247.69
231.0,161.00251802364303,266.1,207.71,209.6,189.516,224.34,228.77,202.18,246.37
230.29,161.00251802364303,264.78,206.8,208.9,189.11949999999996,223.5,227.44,201.19,245.5
229.06,161.00251802364303,263.33,206.02,207.67,188.87599999999998,222.99,226.45,200.2,244.06
228.56,161.00251802364303,261.82,205.12,206.72,188.30466666666663,221.6,225.38,199.86,243.33
228.04,161.00251802364303,260.41,204.22,205.78,188.1123333333333,220.76,224.34,198.93583333333336,242.11
226.96,161.00251802364303,258.91,203.94,204.93,187.4835,219.94,223.5,197.8511666666667,241.06
226.21,161.00251802364303,257.57,203.04,204.22,186.83899999999997,218.37,222.81,197.00550000000007,240.26
225.17,161.00251802364303,256.17,202.25,203.32,185.84583333333333,217.56,221.88,196.64750000000004,239.04
224.32,161.00251802364303,255.08,201.36,202.33,184.73,216.68,220.83,195.61,238.14
223.7,161.00251802364303,254.39,200.96,202.06,183.68,215.14,219.2,194.82,236.89
222.93,161.00251802364303,253.34,200.13,201.27,183.3025,214.37,218.49,193.59,235.95
221.89,161.00251802364303,252.43,199.17,200.35,182.6125,213.1,217.16,192.49,234.91
220.73,161.00251802364303,251.16,198.48,200.14833333333337,181.9425,212.77,216.63,192.1,233.5
219.43,161.00251802364303,249.98,198.0,199.86333333333334,181.2698333333333,211.84,215.55,191.21,231.57
218.9,161.00251802364303,248.65,197.17,198.58666666666662,181.09916666666663,210.44,214.12,190.82,230.89
217.85,161.00251802364303,247.39,196.79,198.3616666666666,180.67375,209.52,213.24,189.46,229.4
217.0,161.00251802364303,246.19,195.99,197.6451666666667,180.24291666666667,208.22,212.29,189.05,228.4
216.1,161.00251802364303,245.06,195.01,196.67650000000006,180.05899999999997,207.47,211.09,188.32,227.14
215.7,161.00251802364303,244.06,194.22,196.36183333333338,179.49816666666666,206.47,210.31,187.36,226.26
214.82,161.00251802364303,243.22,193.27,195.3886666666667,179.24776190476183,205.53,209.34,187.02500000000003,225.22
213.63,161.00251802364303,242.14,192.97,194.64,179.07526190476187,204.87,208.23,186.25500000000002,224.81
212.38,161.00251802364303,241.34,192.1,193.55,178.64576190476183,203.92,206.98,185.58416666666668,223.8
211.72,161.00251802364303,240.37,191.24099999999999,192.96,177.90738095238092,203.06,205.85,185.23383333333334,222.86
210.81,161.00251802364303,239.53,190.74683333333337,191.7,176.98083333333335,202.12,204.95,184.5371666666667,221.83
209.94,161.00251802364303,238.3,190.3364166666667,191.168,176.05,201.74933333333334,203.4,183.67625,220.98
208.86,161.00251802364303,237.27,190.0089166666667,190.25966666666667,175.51,200.73833333333334,202.89,183.37708333333333,219.75
207.8,161.00251802364303,236.18,189.56208333333333,189.82366269841273,175.08,200.32833333333335,201.85,182.51999999999995,218.63
206.92,161.00251802364303,235.17,189.17066666666665,189.6113293650794,174.75,199.52849999999998,201.0,181.69466666666668,217.65
205.75,161.00251802364303,234.36,188.99899999999997,188.4898333333333,174.02772619047616,198.43,200.28,181.0881666666667,216.61
204.58,161.00251802364303,233.57,187.745,187.65383333333332,173.92860714285715,198.05,199.82,180.84783333333334,215.92
203.42,161.00251802364303,232.68,186.95283333333333,186.87799999999996,173.37544047619045,197.18,199.07,180.16949999999997,214.64
203.06,161.00251802364303,231.79,186.64041666666665,186.3613333333333,172.58179761904762,196.42,198.19,179.99466666666666,213.5
202.06,161.00251802364303,229.97,185.64913888888884,185.59,171.8130238095238,195.65,197.3,178.73083333333332,213.05
201.22,161.00251802364303,228.44,185.00186507936502,184.68166666666664,171.62945238095236,195.28,197.02,178.27916666666664,212.29
200.94,161.00251802364303,227.52,184.974865079365,184.33066666666664,170.50228571428568,194.38,196.18,177.36833333333337,211.79
200.19,161.00251802364303,226.46,184.50450518925516,183.90166666666664,169.6703333333333,193.40666666666667,195.3,176.8589047619047,210.86
199.28,161.00251802364303,225.42,184.28613095238086,183.56504761904762,169.43874999999997,192.96383333333333,195.005,176.47323809523806,209.84
199.02,161.00251802364303,224.26,183.60085714285714,182.55038095238095,169.11292063492064,192.48399999999998,194.278,176.1650714285714,208.93
198.35,161.00251802364303,223.21,183.25733333333335,181.6636666666667,168.70142063492062,192.03333333333336,193.81439285714285,175.51816666666664,207.34
197.31,161.00251802364303,222.37,183.14000000000004,181.42153174603175,168.64592063492063,191.55433333333337,193.56322619047617,174.81083333333333,206.93
197.07,161.00251802364303,221.41,182.59652380952386,181.12836507936507,168.36942063492063,191.4583333333334,193.11822619047615,174.36599999999999,205.76
196.34,161.00251802364303,220.63,182.3331904761905,180.70643650793644,166.48283333333333,191.32400000000004,191.8,173.70266666666666,204.73
195.92,161.00251802364303,219.48,182.14019841269845,180.50660317460313,166.2268333333333,190.07,190.56,173.38933333333335,204.35
194.53,161.00251802364303,218.32,181.62786507936508,180.3930198412698,166.1338333333333,189.638,189.72333333333336,172.66833333333332,203.02
194.055,161.00251802364303,218.1,181.0948650793651,179.71629761904762,165.65010317460315,189.59423809523807,189.00550000000004,171.43166666666664,202.85
193.315,161.00251802364303,217.03,180.7948650793651,178.87538095238094,165.1875,189.24673809523804,188.75850000000003,170.91283333333337,201.58
192.68316666666666,161.00251802364303,216.67,179.48,178.3667142857143,165.1152579365079,188.59445238095236,188.37466666666668,169.85583333333332,201.06
192.01066666666665,161.00251802364303,215.51,178.65,177.67083333333335,164.97006782106783,188.28738095238091,187.58433333333335,169.34716666666668,200.35
191.58083333333335,161.00251802364303,214.55,177.68,176.94816666666668,164.0465992063492,187.52554761904761,186.34666666666664,168.64700000000005,199.44
190.8193333333333,161.00251802364303,213.84,177.20166666666668,175.87766666666667,163.79740873015874,186.33,185.57666666666665,168.14666666666668,199.1575
190.38083333333336,161.00251802364303,212.59,176.4416666666667,174.775,162.7018333333333,185.47,185.06714285714287,168.10333333333335,198.31616666666667
189.89849999999998,161.00251802364303,211.41,175.78704761904763,174.2267142857143,162.39871428571428,185.19,184.35047619047617,167.38683333333336,197.69083333333336
189.34849999999997,161.00251802364303,210.92,175.62721753246754,174.00095238095236,161.99821428571428,184.25,183.83422619047622,167.15275000000003,197.44266666666667
188.65749999999997,161.00251802364303,209.4,175.35552705627705,173.66028571428566,161.83228571428575,183.43,183.56724999999997,167.06274999999997,196.5075
187.48083333333332,161.00251802364303,208.95,174.74388816738815,173.22845238095238,161.81091666666669,182.615,183.23308333333335,166.64255952380955,195.32
187.0323095238095,161.00251802364303,208.04,173.83666666666664,173.0492619047619,160.78026587301588,181.8757857142857,182.95865659340663,166.06222619047622,194.9
186.82495238095234,161.00251802364303,207.17,173.22983333333335,172.50780952380956,160.46982142857144,181.4053095238095,182.60246428571435,165.7526428571429,194.4375
186.24045238095238,161.00251802364303,206.85,172.84,171.9795,160.28291666666667,181.05325396825404,182.00464285714287,164.75,193.1975
186.11545238095238,161.00251802364303,206.16,172.3625,171.08016666666666,159.59522619047615,180.69144444444447,180.89683333333332,163.54,192.63133333333332
185.53816666666665,161.00251802364303,205.35,172.29954761904762,170.80083333333332,159.4870541125541,180.44873015873017,180.2868333333333,162.56,192.4586666666667
185.33849999999998,161.00251802364303,204.25,171.66608333333338,170.2175,159.3200768398268,180.25645238095237,179.5718333333333,161.52,191.58633333333336
184.6051666666667,161.00251802364303,204.0,171.39775,169.44699999999997,158.8158433233433,179.67626190476187,177.46,160.79166666666666,190.41299999999998
183.29,161.00251802364303,203.16,170.70036904761906,168.19,158.3694847652347,179.57959523809524,176.74,160.24166666666667,190.11333333333334
183.01,161.00251802364303,202.85,169.515,167.86,157.95583938283934,178.90620238095238,175.3,159.45166666666665,189.84866666666667
182.31,161.00251802364303,201.54,168.75666666666663,167.15,157.78941766566766,177.74883333333332,174.62,159.349,189.51833333333335
181.48,161.00251802364303,200.5,168.05208333333331,166.2,157.61865290265285,177.4758333333333,173.58,159.22199999999995,188.74866666666665
181.1,161.00251802364303,199.54,167.67291666666665,165.86,156.84841022866024,177.02916666666664,172.34,158.75061507936505,187.36
180.16,161.00251802364303,198.8,167.2834166666666,165.16,156.67450546675548,175.88699999999997,171.855,158.03937698412693,187.125
179.6,161.00251802364303,197.97,167.14191666666662,164.22,156.4679138084138,175.44517857142853,170.77316666666667,157.45040476190476,186.36
179.62,161.00251802364303,196.81,166.6925,163.34583333333333,155.6235238095238,175.28592460317452,170.1503333333333,156.9751666666667,185.84682142857142
178.85333333333335,161.00251802364303,196.07,166.3538333333333,163.0569603174603,155.0838333333333,174.73551190476184,169.6509166666666,156.54233333333332,185.0032380952381
178.00583333333336,161.00251802364303,195.38,166.11271428571428,162.91550793650794,154.96254761904763,174.0300634920635,169.26216666666667,155.746619047619,184.6415714285714
177.88816666666665,161.00251802364303,194.74054761904765,165.52621428571427,162.0330238095238,154.28229761904765,173.67392063492065,168.80304761904762,155.56528968253966,183.94
177.0067142857143,161.00251802364303,193.79388095238093,165.3110476190476,161.72378571428573,153.68580952380952,172.89888888888888,168.4066536796537,155.47475216450212,182.76
176.832380952381,161.00251802364303,193.31404761904764,165.16021428571423,160.87646428571432,153.00957900432903,172.45696031746033,168.2144632034632,154.8474399211899,182.10355952380948
175.79571428571427,161.00251802364303,192.22,164.65795238095234,160.73291233766233,152.84247727272728,172.15950793650794,167.6200346320346,154.52005042180042,181.81755952380948
174.92011904761904,161.00251802364303,191.39066666666665,164.58461904761901,160.51227344877347,152.68738095238095,171.66066666666666,167.28480447330443,154.25810778110778,181.18280952380948
174.11710714285712,161.00251802364303,190.99621428571433,163.86190476190473,159.88732231657224,152.23083333333332,171.5947619047619,166.9439738039738,153.4645873015873,180.79316666666665
173.8714404761905,161.00251802364303,190.45050000000006,163.055,159.81997707847702,151.69856746031743,171.46584523809526,166.5271354201354,153.27631313131312,179.59
173.47892857142855,161.00251802364303,189.50861904761908,163.16,159.67710680985675,151.63778174603172,170.78034920634911,166.41187748362748,153.14585497835495,179.20336904761905
173.33069047619043,161.00251802364303,188.97666666666663,162.50347222222223,158.83285020535016,151.54657539682538,170.7241825396825,165.66498412698408,152.6673538961039,178.80336904761901
172.71984523809522,161.00251802364303,188.1254642857143,162.3459642857143,158.340784992785,150.83435533910531,170.59078174603167,165.63521717171713,152.8139126984127,178.19062698412696
172.40896428571423,161.00251802364303,187.84963095238098,162.1694642857143,158.69388095238094,150.23759487734486,169.7805634920635,165.5249822502059,152.23257142857142,177.76174603174604
172.2507857142857,161.00251802364303,187.46063095238097,161.96630988455988,157.73172222222217,149.619,168.91483333333335,164.91070043235052,151.6633106060606,177.4373888888889
171.6031190476191,161.00251802364303,186.67516666666666,161.76638131313132,157.6453358585858,149.2006666666667,168.44303571428568,164.74135804228447,152.53931962481963,177.22416666666663
171.34983333333332,161.00251802364303,185.38,161.56398051948048,157.4895612165612,149.01733333333334,167.81745238095235,164.53448860616504,151.69306565656566,177.33833333333337
170.81383333333332,161.00251802364303,184.96033333333332,160.77431277056277,156.74870848595847,148.60000000000002,167.44095238095233,163.75456709956705,151.14865246518193,177.33833333333337
169.9297738095238,161.00251802364303,184.21066666666667,160.51851515151517,156.94685886335887,148.03662698412697,167.300119047619,163.45834523809518,152.16699134199135,177.33833333333337
169.61760714285708,161.00251802364303,183.89166666666665,160.35244444444444,156.95828535353536,147.9829234099234,166.66498412698408,163.15963095238092,150.5580497835498,177.33833333333337
169.27958333333328,161.00251802364303,183.37366666666665,159.67828823953826,155.9728924963925,147.49108250083248,166.5342698412698,162.52833333333336,150.1770582097641,177.33833333333337
168.63940476190473,161.00251802364303,183.18866666666665,158.00688095238095,155.9909282106782,147.28483646908643,165.8369841269841,161.98,149.65642857142856,177.33833333333337
168.4337380952381,161.00251802364303,181.9031666666667,159.26064285714284,155.79525,146.54516666666666,164.18666666666664,161.62100000000004,147.86111111111111,177.33833333333337
168.22061904761907,161.00251802364303,181.56764285714286,158.65,155.12089393939397,146.14458225108226,163.87666666666664,161.21983333333338,146.82,177.33833333333337
167.61330952380956,161.00251802364303,180.6503095238095,157.812,155.12089393939397,146.02860606060605,162.96,160.65318253968258,145.91,177.33833333333337
167.23395238095236,161.00251802364303,179.47333333333336,158.266,155.12089393939397,145.78129256854257,162.05,159.88315476190476,144.63,177.33833333333337
167.0160238095238,161.00251802364303,179.08333333333337,156.967,155.12089393939397,145.6761020923521,161.36,159.49529761904762,143.8791666666667,177.33833333333337
166.45554761904762,161.00251802364303,178.21,156.40988095238097,155.12089393939397,145.54023304473304,160.425,158.91091666666662,143.06707142857144,177.33833333333337
165.78566666666666,161.00251802364303,177.4,155.9037857142857,155.12089393939397,144.82897907647907,159.96073809523807,158.01496428571429,142.82582142857143,177.33833333333337
165.29042857142858,161.00251802364303,176.88916666666668,155.5873333333333,155.12089393939397,144.59912193362194,159.51378571428572,157.6949642857143,141.90366666666668,177.33833333333337
164.87026190476186,161.00251802364303,175.92783333333333,155.40836904761903,155.12089393939397,144.36327669552668,159.69465873015875,157.07705785880788,141.26150505050506,177.33833333333337
164.41776190476187,161.00251802364303,175.02805952380953,154.80726298701293,155.12089393939397,143.65158333333335,159.00977533577534,157.04899689199692,140.95270364929195,177.33833333333337
164.31197619047617,161.00251802364303,174.61289285714287,154.71140692640688,155.12089393939397,143.26633333333336,159.00977533577534,156.86602528027532,139.7084780015736,177.33833333333337
163.6755952380952,161.00251802364303,173.63099999999997,154.124452020202,155.12089393939397,143.71683333333334,159.00977533577534,156.7039776612277,139.4808846153846,177.33833333333337
163.3963095238095,161.00251802364303,173.21904761904764,153.32,155.12089393939397,142.98232503607503,159.00977533577534,156.45786702186703,139.70667388167388,177.33833333333337
163.2455238095238,161.00251802364303,172.77371428571428,152.82,155.12089393939397,142.53188997113995,159.00977533577534,155.8034577922078,138.98949855699854,177.33833333333337
162.61849999999998,161.00251802364303,172.29654761904763,152.2538063048063,155.12089393939397,141.86935714285715,159.00977533577534,155.76730194805197,138.80597366522363,177.33833333333337
162.2382857142857,161.00251802364303,172.10938095238092,152.1103456820957,155.12089393939397,141.37589285714287,159.00977533577534,155.61065472599296,138.6136125541125,177.33833333333337
162.1270476190476,161.00251802364303,171.58145238095244,151.85324686424687,155.12089393939397,141.14030555555559,159.00977533577534,154.8947601344733,137.73803174603174,177.33833333333337
161.4855,161.00251802364303,171.13273809523812,151.8084918137418,155.12089393939397,140.6132698412699,159.00977533577534,154.7048835110967,137.6227936507936,177.33833333333337
